Rank,D,E,ND,Total,year,medal,Name,Nation,round_final,round_qual
104,5.5,7.9,-0.3,13.1,2018,0,35,29,False,True
105,4.7,8.366,0.0,13.066,2018,0,137,22,False,True
106,5.8,7.566,-0.3,13.066,2018,0,40,9,False,True
107,5.6,7.566,-0.1,13.066,2018,0,155,14,False,True
108,5.6,7.466,0.0,13.066,2018,0,77,2,False,True
109,6.2,6.866,0.0,13.066,2018,0,66,4,False,True
110,5.3,7.733,0.0,13.033,2018,0,283,11,False,True
111,4.8,8.5,-0.3,13.0,2018,0,31,8,False,True
112,4.8,8.2,0.0,13.0,2018,0,55,50,False,True
113,4.9,8.1,0.0,13.0,2018,0,86,53,False,True
114,5.1,7.9,0.0,13.0,2018,0,284,2,False,True
114,5.1,7.9,0.0,13.0,2018,0,250,57,False,True
116,5.4,7.6,0.0,13.0,2018,0,199,37,False,True
116,5.4,7.6,0.0,13.0,2018,0,102,47,False,True
118,4.8,8.166,0.0,12.966,2018,0,162,68,False,True
119,5.6,7.666,-0.3,12.966,2018,0,20,36,False,True
120,5.1,7.833,0.0,12.933,2018,0,215,53,False,True
121,6.0,7.233,-0.3,12.933,2018,0,182,13,False,True
122,4.7,8.2,0.0,12.9,2018,0,87,79,False,True
123,5.1,7.8,0.0,12.9,2018,0,275,31,False,True
124,4.4,8.466,0.0,12.866,2018,0,230,2,False,True
125,4.9,8.066,-0.1,12.866,2018,0,259,8,False,True
126,4.7,8.133,0.0,12.833,2018,0,235,29,False,True
126,4.7,8.133,0.0,12.833,2018,0,234,65,False,True
128,4.1,8.633,0.0,12.733,2018,0,288,5,False,True
129,4.6,8.133,0.0,12.733,2018,0,252,79,False,True
130,4.8,7.933,0.0,12.733,2018,0,52,77,False,True
131,4.8,7.9,0.0,12.7,2018,0,24,37,False,True
132,5.3,7.666,-0.3,12.666,2018,0,17,76,False,True
133,5.1,7.666,-0.1,12.666,2018,0,277,28,False,True
134,5.0,7.666,0.0,12.666,2018,0,172,28,False,True
135,4.8,8.133,-0.3,12.633,2018,0,300,19,False,True
136,5.4,7.833,-0.6,12.633,2018,0,128,74,False,True
137,5.0,7.566,0.0,12.566,2018,0,266,80,False,True
138,5.2,7.366,0.0,12.566,2018,0,249,65,False,True
139,4.7,7.833,0.0,12.533,2018,0,333,10,False,True
140,5.2,7.733,-0.4,12.533,2018,0,1,77,False,True
141,5.0,7.533,0.0,12.533,2018,0,245,47,False,True
142,5.1,7.4,0.0,12.5,2018,0,296,38,False,True
143,5.7,6.8,0.0,12.5,2018,0,80,61,False,True
144,4.8,7.866,-0.2,12.466,2018,0,213,80,False,True
145,4.6,7.866,0.0,12.466,2018,0,176,79,False,True
146,4.7,7.766,0.0,12.466,2018,0,154,47,False,True
147,5.2,7.266,0.0,12.466,2018,0,118,52,False,True
148,5.8,6.766,-0.1,12.466,2018,0,254,80,False,True
149,5.2,7.533,-0.3,12.433,2018,0,61,14,False,True
150,4.0,8.708,-0.3,12.408,2018,0,314,3,False,True
151,4.5,7.9,0.0,12.4,2018,0,329,69,False,True
151,4.5,7.9,0.0,12.4,2018,0,248,65,False,True
153,5.3,7.266,-0.2,12.366,2018,0,236,29,False,True
154,5.0,7.633,-0.3,12.333,2018,0,292,57,False,True
155,3.9,8.7,-0.3,12.3,2018,0,108,16,False,True
156,5.5,6.866,-0.1,12.266,2018,0,27,14,False,True
157,4.8,7.733,-0.3,12.233,2018,0,30,33,False,True
158,4.5,7.8,-0.1,12.2,2018,0,279,39,False,True
159,4.8,7.4,0.0,12.2,2018,0,258,60,False,True
160,5.0,7.2,0.0,12.2,2018,0,99,14,False,True
161,4.6,7.666,-0.1,12.166,2018,0,16,77,False,True
162,5.2,6.866,0.0,12.066,2018,0,205,5,False,True
163,5.0,7.333,-0.3,12.033,2018,0,4,33,False,True
164,4.8,7.233,0.0,12.033,2018,0,211,36,False,True
165,5.1,6.933,0.0,12.033,2018,0,95,29,False,True
166,5.4,6.633,0.0,12.033,2018,0,222,73,False,True
167,4.8,7.2,0.0,12.0,2018,0,59,38,False,True
168,5.3,7.366,-0.7,11.966,2018,0,315,35,False,True
169,5.4,6.566,0.0,11.966,2018,0,190,7,False,True
170,4.9,7.0,0.0,11.9,2018,0,53,65,False,True
171,4.7,7.1,0.0,11.8,2018,0,225,18,False,True
172,4.1,7.666,0.0,11.766,2018,0,112,26,False,True
173,4.0,7.741,0.0,11.741,2018,0,319,28,False,True
174,4.8,7.2,-0.3,11.7,2018,0,129,18,False,True
175,4.2,7.466,0.0,11.666,2018,0,192,5,False,True
176,4.1,7.633,-0.1,11.633,2018,0,253,79,False,True
177,5.3,6.4,-0.1,11.6,2018,0,111,19,False,True
178,5.9,5.666,0.0,11.566,2018,0,150,30,False,True
179,4.9,6.633,0.0,11.533,2018,0,272,44,False,True
180,4.4,7.1,0.0,11.5,2018,0,46,34,False,True
181,3.5,8.266,-0.3,11.466,2018,0,309,16,False,True
182,3.9,7.566,0.0,11.466,2018,0,36,54,False,True
183,5.3,6.166,0.0,11.466,2018,0,179,63,False,True
184,5.4,6.066,0.0,11.466,2018,0,322,74,False,True
185,4.8,6.933,-0.3,11.433,2018,0,50,57,False,True
186,4.6,6.833,0.0,11.433,2018,0,104,5,False,True
187,4.9,6.9,-0.4,11.4,2018,0,196,17,False,True
188,5.3,6.333,-0.3,11.333,2018,0,267,80,False,True
189,5.5,5.9,-0.1,11.3,2018,0,228,80,False,True
190,4.9,6.366,0.0,11.266,2018,0,101,35,False,True
191,4.5,6.533,0.0,11.033,2018,0,142,70,False,True
192,4.7,6.566,-0.3,10.966,2018,0,132,28,False,True
193,2.7,8.5,-0.3,10.9,2018,0,34,16,False,True
194,4.8,6.4,-0.4,10.8,2018,0,10,59,False,True
195,5.3,5.666,-0.4,10.566,2018,0,221,6,False,True
196,4.3,6.2,0.0,10.5,2018,0,11,59,False,True
197,3.9,6.533,0.0,10.433,2018,0,308,6,False,True
198,2.7,6.566,0.0,9.266,2018,0,117,80,False,True
199,4.1,5.166,-0.2,9.066,2018,0,324,62,False,True
200,3.6,4.033,-0.2,7.433,2018,0,2,34,False,True
