Rank,D,E,ND,Total,year,medal,Name,Nation,round_final,round_qual
170,2.7,7.9,0.0,10.6,2019,0,312,43,False,True
171,4.6,6.0,0.0,10.6,2019,0,73,19,False,True
172,5.2,5.366,0.0,10.566,2019,0,289,52,False,True
173,3.6,6.933,0.0,10.533,2019,0,8,31,False,True
174,4.1,6.433,0.0,10.533,2019,0,313,60,False,True
175,3.9,6.6,0.0,10.5,2019,0,169,27,False,True
175,3.9,6.6,0.0,10.5,2019,0,274,39,False,True
177,5.5,5.0,0.0,10.5,2019,0,11,39,False,True
178,3.5,6.866,0.0,10.366,2019,0,96,23,False,True
179,3.3,7.0,0.0,10.3,2019,0,234,43,False,True
180,3.4,6.733,0.0,10.133,2019,0,124,18,False,True
181,3.6,6.533,0.0,10.133,2019,0,105,19,False,True
182,4.0,6.1,0.0,10.1,2019,0,40,31,False,True
183,4.0,6.0,0.0,10.0,2019,0,55,38,False,True
184,3.3,6.6,0.0,9.9,2019,0,46,57,False,True
185,4.2,5.633,0.0,9.833,2019,0,91,48,False,True
186,5.1,4.7,0.0,9.8,2019,0,261,78,False,True
187,4.0,5.633,0.0,9.633,2019,0,151,21,False,True
188,4.7,4.833,0.0,9.533,2019,0,197,5,False,True
189,4.0,5.5,0.0,9.5,2019,0,241,65,False,True
190,2.9,6.566,0.0,9.466,2019,0,158,68,False,True
191,4.1,5.266,0.0,9.366,2019,0,147,58,False,True
192,3.6,5.716,0.0,9.316,2019,0,300,60,False,True
193,3.4,5.666,0.0,9.066,2019,0,308,74,False,True
194,3.4,5.566,0.0,8.966,2019,0,126,27,False,True
195,3.5,5.133,0.0,8.633,2019,0,142,12,False,True
196,3.0,5.166,0.0,8.166,2019,0,202,42,False,True
197,3.6,4.133,0.0,7.733,2019,0,35,54,False,True
198,2.9,4.1,0.0,7.0,2019,0,23,42,False,True
199,3.3,2.7,0.0,6.0,2019,0,272,42,False,True
200,2.4,6.933,-4.0,5.333,2019,0,193,35,False,True
201,2.4,6.133,-4.0,4.533,2019,0,217,45,False,True
202,3.3,5.2,-4.0,4.5,2019,0,110,74,False,True
203,2.6,5.0,-4.0,3.6,2019,0,3,29,False,True
204,2.0,4.4,-4.0,2.4,2019,0,216,45,False,True
205,2.0,4.466,-6.3,0.166,2019,0,249,51,False,True
1,6.1,8.6,0.0,14.7,2020,0,18,75,True,False
1,6.5,8.8,0.0,15.3,2020,0,18,75,True,False
2,6.1,8.45,0.0,14.55,2020,0,24,75,True,False
2,6.1,8.35,0.0,14.45,2020,0,24,75,True,False
3,6.0,8.5,0.0,14.5,2020,0,275,75,True,False
3,6.2,8.15,0.0,14.35,2020,0,275,75,True,False
4,5.6,8.6,0.0,14.2,2020,0,330,75,True,False
4,5.9,8.1,0.0,14.0,2020,0,330,75,True,False
5,5.3,8.5,0.0,13.8,2020,0,122,75,True,False
5,5.3,8.65,0.0,13.95,2020,0,122,75,True,False
6,6.1,6.9,0.0,13.0,2020,0,87,75,True,False
6,6.2,8.4,0.0,14.6,2020,0,87,75,True,False
7,6.1,8.05,0.0,14.15,2020,0,265,75,True,False
7,6.1,6.95,0.0,13.05,2020,0,265,75,True,False
8,5.5,7.6,0.0,13.1,2020,0,15,75,True,False
8,5.8,8.25,0.0,14.05,2020,0,15,75,True,False
8,4.9,9.0,0.0,13.9,2020,0,224,75,True,False
8,4.9,8.35,0.0,13.25,2020,0,224,75,True,False
10,5.5,7.8,0.0,13.3,2020,0,51,75,True,False
10,5.6,8.1,0.0,13.7,2020,0,51,75,True,False
10,5.5,8.0,0.0,13.5,2020,0,281,75,True,False
10,5.4,8.1,0.0,13.5,2020,0,281,75,True,False
12,5.6,8.35,0.0,13.95,2020,0,53,75,True,False
12,5.3,7.65,0.0,12.95,2020,0,53,75,True,False
13,6.3,7.75,0.0,14.05,2020,0,194,75,True,False
13,6.0,6.8,0.0,12.8,2020,0,194,75,True,False
14,5.5,7.6,0.0,13.1,2020,0,65,75,True,False
14,5.5,7.95,0.0,13.45,2020,0,65,75,True,False
14,5.6,8.25,0.0,13.85,2020,0,108,75,True,False
14,5.9,6.8,0.0,12.7,2020,0,108,75,True,False
16,4.1,8.55,0.0,12.65,2020,0,240,75,True,False
16,4.7,9.05,0.0,13.75,2020,0,240,75,True,False
17,4.6,8.75,0.0,13.35,2020,0,112,75,True,False
17,4.9,7.7,0.0,12.6,2020,0,112,75,True,False
18,5.6,7.45,0.0,13.05,2020,0,56,75,True,False
18,5.7,7.15,0.0,12.85,2020,0,56,75,True,False
19,4.6,8.45,0.0,13.05,2020,0,196,75,True,False
19,4.6,8.1,0.0,12.7,2020,0,196,75,True,False
20,6.1,6.5,0.0,12.6,2020,0,298,75,True,False
20,6.1,6.75,0.0,12.85,2020,0,298,75,True,False
20,4.8,7.05,0.0,11.85,2020,0,167,75,True,False
20,5.2,8.4,0.0,13.6,2020,0,167,75,True,False
22,4.8,7.95,0.0,12.75,2020,0,107,75,True,False
22,4.8,7.85,0.0,12.65,2020,0,107,75,True,False
23,4.8,7.5,0.0,12.3,2020,0,64,75,True,False
23,4.8,8.25,0.0,13.05,2020,0,64,75,True,False
24,5.1,8.3,0.0,13.4,2020,0,130,75,True,False
24,4.8,6.85,0.0,11.65,2020,0,130,75,True,False
25,4.9,7.85,0.0,12.75,2020,0,203,75,True,False
25,4.9,6.6,0.0,11.5,2020,0,203,75,True,False
26,5.5,5.3,0.0,10.8,2020,0,10,75,True,False
26,5.2,7.7,0.0,12.9,2020,0,10,75,True,False
